transaction_id,timestamp,user_id,amount_usd,merchant,device_type,ip_address,country,hour,day_of_week,is_weekend,is_fraud
274043cf-5da1-47b6-9159-85d081751c87,"2025-05-25 17:58:34",cb76bde8-5c67-48c4-a0b8-37965d24bfd5,297.37,Garcia-Davis,Mobile,85.142.37.201,"United States Virgin Islands",17,Sunday,True,0
11a1d821-8220-4741-9b5d-1330dd6ebfa9,"2025-06-07 05:48:11",4057aa87-3f25-42e5-aa58-0d8259f90141,337.06,Li-Vargas,Desktop,221.166.55.185,Montenegro,5,Saturday,True,0
efc28ba0-fb4e-4d2a-b669-aead8a7af909,"2025-05-23 08:49:00",2a486fc3-af97-408e-b610-76d01273163b,165.23,"Berger LLC",Desktop,20.95.22.29,Nauru,8,Friday,False,0
f9d8fc21-42e4-4454-98f2-bedd204ce372,"2025-05-14 21:46:17",50123921-2801-4ff2-87a9-72d8586e6dbb,36.33,"Wilson Inc",Mobile,63.248.132.22,"British Virgin Islands",21,Wednesday,False,0
c6709aa3-fb13-4e33-bfa7-402a6cd6a588,"2025-06-08 07:24:51",dcc08d3a-a6ef-45a1-bce5-7dc09a8ecfde,10.28,Harris-Hughes,Tablet,202.183.125.30,Guadeloupe,7,Sunday,True,0
18709326-3f16-454c-8bdc-5d682ad48325,"2025-05-01 05:33:10",0c43c9bb-0e34-4ec5-8cba-bcc897211c6a,115.28,"Johnson, Farley and Obrien",Mobile,190.87.11.185,"Faroe Islands",5,Thursday,False,0
8a20bca2-8206-4584-a5b1-9cc3226502fe,"2025-05-17 06:45:27",ab97b915-f3b3-4a95-abb0-8a3b92262b4a,58.01,"Jones, Lewis and Vargas",Tablet,53.3.228.191,Macedonia,6,Saturday,True,0
49ea8eee-48dc-4dea-a8db-15a28c0924b4,"2025-05-13 20:18:24",bf0692c2-b66b-463d-98f6-335a0ae61163,13.02,"Green, Wright and Mercer",Mobile,191.12.26.64,Myanmar,20,Tuesday,False,0
2a2fa396-6926-4a40-8b29-2db641a5bd42,"2025-05-13 14:43:56",15fb0ea1-1eee-4c47-b39f-d1e27d6da344,68.35,"Ross, Pena and Rojas",Mobile,4.71.74.87,Mali,14,Tuesday,False,0
16b78d1c-1c4a-4791-8181-3ec6beed6c6d,"2025-05-24 17:13:14",ca4f46d9-433f-4479-b0a3-5c56276428a3,3.5,Gates-Simmons,Desktop,198.116.164.199,Moldova,17,Saturday,True,0
66520775-bbb1-4a86-86c5-84e90c9bb8a6,"2025-04-29 01:52:04",080b607a-e725-46d3-bb03-287e189523be,240.04,Martin-Smith,Mobile,76.201.33.51,"Slovakia (Slovak Republic)",1,Tuesday,False,0
3fb4d617-3548-43a0-ba89-0c9e1b7d03fd,"2025-05-21 09:50:24",9a04895d-e3f9-4d5b-bac7-8baa922ba6c4,29.95,"Myers, Douglas and Welch",Mobile,212.70.189.117,"Antarctica (the territory South of 60 deg S)",9,Wednesday,False,0
4b2ea068-94c8-46b2-b375-c562b154127a,"2025-06-11 16:18:40",1affeb24-aa97-430c-b8ef-f0fb8d62db33,108.63,Best-Owens,Mobile,217.65.178.88,Lithuania,16,Wednesday,False,0
a756f358-4c35-4c55-8d60-2c5468268279,"2025-05-25 06:18:47",563559e1-9cda-460e-a8b1-0c00bff2f6ba,37.35,"Key, Mccann and Norton",Desktop,209.97.129.178,Guinea-Bissau,6,Sunday,True,0
a504b260-e219-44e3-aa0a-f18e0c73714f,"2025-05-07 21:42:11",41fd6f2e-9f2e-467a-8439-77964fda448a,73.41,Miller-Montoya,Mobile,180.160.147.223,"Saint Kitts and Nevis",21,Wednesday,False,0
7686feda-e7ef-4b5d-9dde-5f3c681d99ae,"2025-06-04 22:15:16",c6e5a45e-f845-48c5-b322-f052b37f666c,79.12,Holmes-Mullen,Desktop,39.189.136.22,Myanmar,22,Wednesday,False,0
f52c7f3f-b614-4642-9a02-29c27322eace,"2025-05-31 17:29:46",5bb823b2-1114-4cd6-ac63-7dafe6aba87c,20.44,"Cox, Jackson and Moore",Mobile,64.4.220.153,Peru,17,Saturday,True,0
d3f99676-c967-49b0-bef5-3ed72e9542cd,"2025-05-12 10:20:01",9626d9ac-150c-41de-996e-1d095f2bd13c,349.28,"Mayer LLC",Desktop,175.240.36.73,"Western Sahara",10,Monday,False,1
1e770551-60aa-4d93-94cb-18046f51a0df,"2025-05-13 09:59:36",4b8049f5-a8f3-4a89-8645-a4d84e09911a,149.22,"Adams Ltd",Mobile,63.175.33.5,Malta,9,Tuesday,False,0
59463c66-ef3e-46a1-9150-359f2add8c67,"2025-04-27 14:39:09",f9ad57c1-7d02-4a8e-add4-83b9dc1cd596,280.51,"Payne and Sons",Desktop,40.79.216.3,Chad,14,Sunday,True,0
e1754309-9b9a-4c19-a5e1-0fc5f25fc06f,"2025-05-04 20:24:52",e7b09b55-eb09-4204-88ca-92dd0eee5d08,225.22,"Jackson, Wagner and Velasquez",Desktop,196.43.216.99,Niger,20,Sunday,True,0
dd4d7a1b-786a-47f7-8d0a-a281e83a0372,"2025-05-20 12:20:42",41fd6df5-daaf-4921-a9bf-f15e606b6a09,91.11,"Stewart, Adams and Price",Desktop,85.39.54.250,"Saint Lucia",12,Tuesday,False,0
eacde9b4-a0b2-4b38-a6a2-59fc8635338b,"2025-04-21 02:48:44",1ca5c220-1a82-447a-9a63-527f06426614,254.94,"Brennan, Christensen and Dalton",Mobile,88.200.22.104,"Cook Islands",2,Monday,False,0
e993ec4a-b0c9-443e-80d8-b6ff4ec7fe07,"2025-06-09 13:36:20",4f69af83-6a61-4ad5-88a4-830e2e7be9b5,9.27,Phillips-Rivera,Desktop,171.79.200.129,Seychelles,13,Monday,False,0
64c6fa12-1782-48bd-976d-8971e6bb5734,"2025-06-03 00:41:20",87876f88-531a-4d84-a960-509374fa715c,21.81,"Davis Group",Desktop,218.16.9.227,Korea,0,Tuesday,False,0
f930fdc9-3895-4d73-adfb-42b2beb930a6,"2025-05-12 08:54:10",6a7b95a2-1050-411c-8a5a-c8ce11492772,4.63,"Johnson, Johnson and Alvarez",Mobile,117.133.118.202,Sudan,8,Monday,False,0
bf6dc5fa-d87f-4bf7-b96f-c3c1cb1e60df,"2025-06-08 00:55:59",fc04f4fb-8d54-4384-8d03-39ee78005ec7,39.35,Davis-Navarro,Desktop,157.42.142.135,Suriname,0,Sunday,True,0
45c933a5-7e57-401c-8341-1d3dcbb9c616,"2025-06-04 12:39:42",12a1158b-59d6-4545-b376-06fabd721cca,49.21,Freeman-Washington,Tablet,34.88.134.106,Tuvalu,12,Wednesday,False,0
4d3331ef-9588-4113-8dd8-2ff8645ec740,"2025-06-08 01:35:28",eac62633-5349-4b2e-848b-5cdc9647c2c0,31.66,"Smith, Blair and Fuller",Tablet,152.178.185.204,Indonesia,1,Sunday,True,0
46e00f46-df5d-4de8-80f7-c7d0351ac220,"2025-05-14 01:17:26",25516051-2967-4109-8506-933362fb5918,176.46,"Cooper, Stewart and Wells",Mobile,137.75.45.41,Guam,1,Wednesday,False,0
ee99b897-85df-4510-a5cb-87a184f5f6d0,"2025-05-29 18:51:42",a6b53baa-826b-4a0d-868a-e5cabcbf53ea,44.12,Pugh-Jones,Desktop,148.161.87.33,Serbia,18,Thursday,False,0
fadd6d83-f550-40c7-8229-c204abe740d3,"2025-05-09 20:40:51",e3538c1a-f7c7-4bbe-8011-b0709cee97a0,32.98,"Patton, Wagner and Cross",Mobile,210.131.247.77,Benin,20,Friday,False,0
0d0aa4c4-7bd5-4aec-9d6a-0e8597bf2c31,"2025-05-22 22:48:21",a3b1b9a9-9716-4bb6-99b0-11980d1d7495,78.24,"Garcia Inc",Desktop,31.34.12.109,Thailand,22,Thursday,False,0
05fbea09-4507-49a9-bf01-21170d355c6b,"2025-06-03 21:44:27",29ebfb7e-4da2-4a8e-a5c0-4fcf72aef59b,15.19,"Dorsey, Quinn and Murillo",Desktop,109.186.10.158,Brazil,21,Tuesday,False,0
3e119db8-1e32-452a-b64a-f7b919c44bfc,"2025-04-27 08:14:05",acc924fa-fbe8-4bb6-98ce-0efb0cc48443,162.05,"Roberts LLC",Desktop,191.35.140.64,"Lao People's Democratic Republic",8,Sunday,True,0
463e8803-dc63-453e-acd8-9095b11b5de7,"2025-05-25 11:03:56",fac2b22c-887f-4d4b-a509-d7189c95133e,7.75,"Hartman Ltd",Tablet,44.135.156.24,Comoros,11,Sunday,True,0
71826468-c453-4bde-ace6-be2a6c4e6d14,"2025-05-06 21:32:48",8de3092b-f114-4b7f-a95e-b805cd77c15e,433.41,"Brown and Sons",Desktop,201.149.220.91,"Russian Federation",21,Tuesday,False,1
7a9fc322-374c-4d09-b4cd-3bc1f1676b8e,"2025-04-14 03:56:02",b6840b22-e62d-4bdd-8dcc-fb4a2194a404,147.95,Lawson-York,Mobile,169.61.126.116,"Lao People's Democratic Republic",3,Monday,False,0
3e16df7a-abe1-41b0-9192-25a0bbc12af9,"2025-05-23 13:06:02",a8d5c22c-56d2-4a1b-b7d8-93cb4e56e285,22.15,"Peterson, Davis and Washington",Mobile,23.5.152.226,Swaziland,13,Friday,False,0
66181a73-2d6e-40ed-9d49-444f945a4924,"2025-04-21 01:16:20",ce452e21-4cea-4d2e-bd49-a1d013ffc842,0.55,Marks-Pittman,Desktop,177.214.253.107,Guyana,1,Monday,False,0
7963b166-bb13-4838-adfb-25123e73c6a0,"2025-05-05 06:14:15",0c9e50bd-5774-4af8-ab46-26d615e3be9b,168.99,"Murray and Sons",Desktop,103.87.150.90,"Hong Kong",6,Monday,False,0
d42ca070-1416-4bac-82d7-e18a261a9ebe,"2025-05-26 04:41:11",ef67ed74-48b4-4d35-aa17-43e3262034ec,122.71,"Russell, Obrien and Welch",Tablet,125.172.205.232,"Lao People's Democratic Republic",4,Monday,False,0
35b4ef70-747a-450e-a6cb-1fdba80ea600,"2025-04-16 20:08:30",06f71f3c-43ad-42c9-a3ad-6ff817bae6a7,130.57,"Smith, Thompson and Bradshaw",Mobile,43.145.0.22,"New Caledonia",20,Wednesday,False,0
e0333093-8716-47d9-91b6-98aa321aad1b,"2025-04-16 17:04:03",31d5bff2-f1bb-44c9-b55a-74a6fca86885,147.52,"Bender Inc",Mobile,196.6.190.39,Cuba,17,Wednesday,False,0
4ad6ab2a-7eab-45c6-b7b8-19ad856b6a84,"2025-06-03 07:08:56",df71c516-74a2-4fa7-809a-388f869ac19f,7.69,"Thomas, Kerr and Cook",Desktop,213.249.208.236,Spain,7,Tuesday,False,0
6b4fc869-0dc9-4a52-b336-b2bb8a00a79d,"2025-04-30 08:10:34",1be17e28-2129-4b35-b811-2726c60e8f76,44.39,"Hanson, Williams and Nelson",Desktop,136.26.198.157,"Cote d'Ivoire",8,Wednesday,False,0
f83bd336-e0a6-4df3-9138-e60823fa9127,"2025-04-27 23:16:19",d1bca1fe-2305-434f-954d-1ab46e4f111e,12.32,Frazier-Jacobson,Desktop,192.111.173.45,Gibraltar,23,Sunday,True,0
5c156342-3e9d-41e6-b3db-639959d5df31,"2025-04-24 21:55:13",266cd335-7185-472c-a72f-41dc0597fa18,198.85,Kelly-Anderson,Desktop,111.245.130.70,Congo,21,Thursday,False,0
e5e4b8c7-0ebf-4057-8f8a-52681237925c,"2025-05-12 22:07:13",44471f4d-b859-47ca-b661-ac644bea044f,97.63,"Campos LLC",Desktop,59.46.174.1,Maldives,22,Monday,False,0
255a733e-8965-46c6-8c7e-467c2823c717,"2025-04-18 22:07:27",6bdd12a4-c565-4bcc-8343-ed8c33fcca05,40.18,"Schmidt, Obrien and Gates",Mobile,140.181.210.102,Montserrat,22,Friday,False,0
79ddde91-78f3-4346-8835-c0bd4877bef6,"2025-04-22 23:58:22",20962838-97b0-4b31-a97a-775fe2430906,6.57,Frey-Reyes,Desktop,34.103.15.87,Cameroon,23,Tuesday,False,0
47705e43-a5cf-4b65-9384-2eb354532d1c,"2025-05-25 17:46:36",462f0a41-ce21-4723-b863-23f74eb980e1,37.25,"Boone and Sons",Desktop,196.179.252.25,Uzbekistan,17,Sunday,True,0
2022a8b8-245f-43ea-bf43-08f98552234f,"2025-05-20 07:31:27",118dad71-198d-44b0-8ece-692f1afae6ea,39.33,"Morales Ltd",Mobile,140.14.183.116,"Dominican Republic",7,Tuesday,False,0
10d47cca-104e-4bd9-8ed3-207c2eaf458e,"2025-06-04 23:21:45",9209651e-aa47-4d0f-b5fd-628c90e0fe78,130.79,Lopez-Schultz,Mobile,161.45.38.179,Kazakhstan,23,Wednesday,False,0
1540586c-a838-4279-bb64-b2d73a4f838f,"2025-05-19 23:43:10",302e352c-edd3-4b9a-94ed-46cab8c54938,101.49,"Mullins, Mcguire and Johnson",Desktop,183.42.133.221,Uganda,23,Monday,False,0
182fabac-fa3c-422b-87fb-c8fabb2fca14,"2025-05-10 18:54:51",0e2a10a3-c878-44e2-8672-31878fe74fda,218.23,"Parsons, King and Walker",Mobile,128.161.195.180,Croatia,18,Saturday,True,0
77c19610-01a8-4fa3-9559-967ad8ff3408,"2025-05-02 22:39:00",30e0e506-a383-4237-8c0d-4873b92cc5be,63.91,"Lee, Jones and Clark",Desktop,158.201.115.175,Nepal,22,Friday,False,0
09a5fba9-120a-4fcf-9c36-89d171affc1c,"2025-05-06 16:29:58",8d9191cf-ffd1-4aef-adb1-6ca92c4c3f55,12.74,"Martin and Sons",Desktop,187.152.229.48,Jamaica,16,Tuesday,False,0
d7c3cc3c-ee7c-4977-899e-6b9b2f2de50a,"2025-05-04 09:54:47",3a85a24b-b9e6-41ee-b26d-76ff7833845f,124.91,"Johnson and Sons",Desktop,14.78.94.118,"Burkina Faso",9,Sunday,True,0
b57fb5b1-5a76-4b3a-b2da-2acfbf47fcde,"2025-05-08 04:02:27",f927c77e-ad76-4733-a698-d7cd11281dc6,143.04,Mendez-Heath,Mobile,221.205.222.18,Gabon,4,Thursday,False,0
27a9109d-fd5b-49da-b35a-82605c955f02,"2025-05-14 16:30:26",5df0a56a-5dbe-41a6-82e9-1245a8ba1703,82.39,Richardson-Lyons,Desktop,107.223.85.3,Mali,16,Wednesday,False,0
7b05d127-493c-4e77-93e4-a0fd48c40f3a,"2025-06-09 17:48:14",cdc5a189-6a98-42de-8885-bb6b6eaf9dd2,147.39,"Thomas, Hoover and Garcia",Desktop,145.62.249.13,"Cape Verde",17,Monday,False,0
8a0983e0-d860-4b3e-8009-74151402d54e,"2025-04-16 00:09:44",f9f4e97a-13f5-4ea5-8aad-b2fbe625c950,68.08,"Hughes, Williams and Jones",Desktop,218.162.139.46,Nauru,0,Wednesday,False,0
03836643-c780-49e5-b853-068c2590362c,"2025-05-26 09:35:47",2566d51e-729e-4d4b-88aa-d18f15def6f0,73.97,"Webb PLC",Mobile,222.11.144.29,"South Georgia and the South Sandwich Islands",9,Monday,False,0
8e01d6ec-4aab-470d-b82f-7e0d7a8ad201,"2025-06-04 15:21:17",d4a10200-4597-40d2-84c6-66f489c527fb,55.78,"Castillo, Wallace and Gray",Desktop,25.93.58.233,"Dominican Republic",15,Wednesday,False,0
028a9531-6220-42df-afaf-c0a34e4a4fef,"2025-05-20 10:11:18",99fe7c67-4c60-40eb-8232-c32a75a6c5ab,2.57,Blackwell-Gomez,Desktop,154.39.119.245,Serbia,10,Tuesday,False,0
b2181b64-8b14-40b4-89c8-a39c2064edb2,"2025-04-23 05:49:10",f1720327-d13d-4e01-b14c-e2599c96694e,11.42,"Quinn LLC",Desktop,211.249.148.186,"Faroe Islands",5,Wednesday,False,0
81a89aaf-a285-4bb6-a006-c79e08ffdb9d,"2025-04-14 04:42:56",9b52d898-6a7a-41f5-a034-1e2e85dd8538,3.19,"Valencia, Nguyen and Wilson",Desktop,106.202.188.120,Guadeloupe,4,Monday,False,0
617507c6-b280-4570-925c-1444d98ff7ac,"2025-05-25 14:52:38",29ddb922-f1a9-4e98-b4c5-d714b83a9f94,101.17,"Summers, Smith and Sharp",Mobile,108.22.226.46,Slovenia,14,Sunday,True,0
8c6ac240-b9e7-4cdd-9d97-7d9b24249bb0,"2025-05-25 03:50:16",3f86d141-f4ba-4c55-966a-c5149ccd8a65,37.74,Morgan-Casey,Mobile,139.224.128.106,"Western Sahara",3,Sunday,True,0
437dd95b-221e-4971-b823-0da40bd10874,"2025-05-26 20:36:22",be138433-ddb5-4c30-b57a-647bcbdb74bd,71.04,"Aguilar, Elliott and Lee",Desktop,56.141.111.212,Montenegro,20,Monday,False,0
3d2e3e74-a91c-4c9f-9595-f125f1093b85,"2025-04-23 08:36:05",2042ce52-ebeb-45b8-83fe-aa342cdf664a,238.13,Ortega-Adams,Desktop,85.45.147.162,"United States Minor Outlying Islands",8,Wednesday,False,0
c2885d57-eb7a-427c-8c2b-7dd800908630,"2025-05-27 17:08:02",0d0d17bd-5801-47e6-bfbf-214b98c13822,28.67,Perez-Horne,Desktop,18.130.18.60,"Equatorial Guinea",17,Tuesday,False,0
2ee6979b-2001-4ec5-a637-274de978cd6f,"2025-05-27 12:36:53",5199ecc0-1c63-46eb-b366-f91f03c8e34a,52.83,Oliver-Gomez,Desktop,139.188.68.71,Guinea-Bissau,12,Tuesday,False,0
a2f1f33f-2092-4d8f-ad0f-9b89a1988ef6,"2025-06-07 09:19:23",44196c6e-615f-4265-9220-31430613b065,140.87,"Fletcher Ltd",Desktop,67.0.111.61,"French Southern Territories",9,Saturday,True,0
bf80efca-443d-404e-8bcc-cf732f3259ea,"2025-05-11 14:02:04",f6d2ee69-bd48-4121-a7bc-916b7120b65f,25.98,Bell-Hanson,Mobile,135.19.210.207,"South Africa",14,Sunday,True,0
13e08c4a-0b94-4305-aa83-8af4aa7b2bf1,"2025-04-18 06:38:01",98fc8d73-c503-4ac1-a6c2-a817a8f440eb,8.01,"Baker and Sons",Tablet,36.94.20.114,Benin,6,Friday,False,0
7729b300-bafa-4f27-988a-cc8a37ac2e0a,"2025-05-10 13:55:08",712c1612-9c22-4b5d-aa7a-445f39fc13a7,34.21,Swanson-Haley,Tablet,220.211.149.65,Iceland,13,Saturday,True,0
bb22a847-a429-4aac-a022-80768220a8fc,"2025-06-04 07:25:31",ee46a311-dc20-481a-a290-5595a35d647f,17.58,"Gross Inc",Mobile,219.21.189.216,Ghana,7,Wednesday,False,0
371e0d0a-dcef-415c-8886-718f5dd72a21,"2025-04-27 16:17:41",415064a8-7c37-410e-b619-f76546ff08e5,265.5,Walters-Schwartz,Mobile,123.59.235.3,"Sao Tome and Principe",16,Sunday,True,0
3c51b840-740f-402c-9386-7b6140a18d48,"2025-05-13 10:57:32",c1485ab9-2f58-4216-9df5-2f6b82d39bf8,165.09,"Davis, Ryan and Johnson",Mobile,143.137.182.113,Afghanistan,10,Tuesday,False,0
1002aabe-03c2-4ab6-b63b-dc66428cbb2a,"2025-05-13 01:05:31",a3ff307b-82a9-4258-bd7b-9cbe89dbaee4,100.35,"Wood, Williams and Bates",Desktop,21.245.81.41,Martinique,1,Tuesday,False,0
f69d473c-aaa1-4626-b8f2-16469a1904e8,"2025-05-08 09:18:18",353d4b48-2d62-4c10-8cd9-411674d2e828,205.15,Brooks-Pierce,Mobile,125.190.202.220,"United Kingdom",9,Thursday,False,0
ea8d53f1-67a9-4b77-8d0d-c92170761558,"2025-05-29 21:51:22",c99121d1-90c1-413c-9fac-e772547c8459,162.8,Obrien-Lucas,Desktop,79.117.239.83,"Wallis and Futuna",21,Thursday,False,0
93fb5586-a390-424d-b6cf-89eeb59709f0,"2025-05-11 17:32:41",60593632-1e0b-4dd0-8e1d-d94b4f33f23a,20.65,"Olson Inc",Desktop,156.185.161.114,Spain,17,Sunday,True,0
0caa604d-7ea3-47cc-8681-a8b65958bb5e,"2025-04-24 08:48:14",7b487b7a-be6d-429b-9d9a-f704c56e11fa,223.08,"Ward PLC",Mobile,59.146.24.181,Burundi,8,Thursday,False,0
896a054a-8df2-41df-b6c2-035b96fc60e8,"2025-04-24 11:19:30",bb0bdb0e-4fe3-4b33-8281-dd707d8e4b47,77.51,"Parker Inc",Desktop,181.183.184.24,"Heard Island and McDonald Islands",11,Thursday,False,0
